Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Block of Gold
appliedenergistics2:facade:0, Cable Facade - Block of Iron
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - Bookshelf
appliedenergistics2:facade:0, Cable Facade - Moss Stone
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diamond
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Ice
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Pumpkin
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Soul Sand
appliedenergistics2:facade:0, Cable Facade - Glowstone
appliedenergistics2:facade:0, Cable Facade - Jack o'Lantern
appliedenergistics2:facade:0, Cable Facade - White Stained Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:facade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:facade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Glass
appliedenergistics2:facade:0, Cable Facade - Red Stained Glass
appliedenergistics2:facade:0, Cable Facade - Black Stained Glass
appliedenergistics2:facade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Melon
appliedenergistics2:facade:0, Cable Facade - Mycelium
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - End Stone
appliedenergistics2:facade:0, Cable Facade - Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Block of Emerald
appliedenergistics2:facade:0, Cable Facade - Block of Redstone
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Block of Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:facade:0, Cable Facade - White Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Terracotta
appliedenergistics2:facade:0, Cable Facade - Acacia Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Prismarine
appliedenergistics2:facade:0, Cable Facade - Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Hay Bale
appliedenergistics2:facade:0, Cable Facade - Terracotta
appliedenergistics2:facade:0, Cable Facade - Block of Coal
appliedenergistics2:facade:0, Cable Facade - Packed Ice
appliedenergistics2:facade:0, Cable Facade - Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Purpur Block
appliedenergistics2:facade:0, Cable Facade - Purpur Pillar
appliedenergistics2:facade:0, Cable Facade - End Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Magma Block
appliedenergistics2:facade:0, Cable Facade - Nether Wart Block
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Bone Block
appliedenergistics2:facade:0, Cable Facade - Observer
appliedenergistics2:facade:0, Cable Facade - White Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Orange Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Magenta Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Yellow Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Lime Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Pink Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Light Gray Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Cyan Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Purple Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Blue Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Brown Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Green Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Red Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - Black Glazed Terracotta
appliedenergistics2:facade:0, Cable Facade - White Concrete
appliedenergistics2:facade:0, Cable Facade - Orange Concrete
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete
appliedenergistics2:facade:0, Cable Facade - Lime Concrete
appliedenergistics2:facade:0, Cable Facade - Pink Concrete
appliedenergistics2:facade:0, Cable Facade - Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete
appliedenergistics2:facade:0, Cable Facade - Purple Concrete
appliedenergistics2:facade:0, Cable Facade - Blue Concrete
appliedenergistics2:facade:0, Cable Facade - Brown Concrete
appliedenergistics2:facade:0, Cable Facade - Green Concrete
appliedenergistics2:facade:0, Cable Facade - Red Concrete
appliedenergistics2:facade:0, Cable Facade - Black Concrete
appliedenergistics2:facade:0, Cable Facade - White Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Orange Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Magenta Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Yellow Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Lime Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Pink Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Light Gray Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Cyan Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Purple Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Blue Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Brown Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Green Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Red Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Black Concrete Powder
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Thorium Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Boron Ore
appliedenergistics2:facade:0, Cable Facade - Lithium Ore
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Thorium Block
appliedenergistics2:facade:0, Cable Facade - Uranium Block
appliedenergistics2:facade:0, Cable Facade - Boron Block
appliedenergistics2:facade:0, Cable Facade - Lithium Block
appliedenergistics2:facade:0, Cable Facade - Magnesium Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Beryllium Block
appliedenergistics2:facade:0, Cable Facade - Zirconium Block
appliedenergistics2:facade:0, Cable Facade - Manganese Block
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Manganese Oxide Block
appliedenergistics2:facade:0, Cable Facade - Manganese Dioxide Block
appliedenergistics2:facade:0, Cable Facade - Uranium-238 Block
appliedenergistics2:facade:0, Cable Facade - Neptunium-237 Block
appliedenergistics2:facade:0, Cable Facade - Plutonium-242 Block
appliedenergistics2:facade:0, Cable Facade - Americium-243 Block
appliedenergistics2:facade:0, Cable Facade - Curium-246 Block
appliedenergistics2:facade:0, Cable Facade - Berkelium-247 Block
appliedenergistics2:facade:0, Cable Facade - Californium-252 Block
appliedenergistics2:facade:0, Cable Facade - Supercold Ice
appliedenergistics2:facade:0, Cable Facade - Heavy Water Moderator
appliedenergistics2:facade:0, Cable Facade - Beryllium-Carbon Neutron Reflector
appliedenergistics2:facade:0, Cable Facade - Lead-Steel Neutron Reflector
appliedenergistics2:facade:0, Cable Facade - Wasteland Earth
appliedenergistics2:facade:0, Cable Facade - Tritium Lamp
appliedenergistics2:facade:0, Cable Facade - Machine Structure
appliedenergistics2:facade:0, Cable Facade - Motor
appliedenergistics2:facade:0, Cable Facade - Advanced Motor
appliedenergistics2:facade:0, Cable Facade - Enhanced Motor
appliedenergistics2:facade:0, Cable Facade - Elite Motor
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Structure
appliedenergistics2:facade:0, Cable Facade - Dilithium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Rutile Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Iridium Block
appliedenergistics2:facade:0, Cable Facade - Gold Coil
appliedenergistics2:facade:0, Cable Facade - Copper Coil
appliedenergistics2:facade:0, Cable Facade - Titanium Coil
appliedenergistics2:facade:0, Cable Facade - Aluminum Coil
appliedenergistics2:facade:0, Cable Facade - Iridium Coil
appliedenergistics2:facade:0, Cable Facade - Launch Pad
appliedenergistics2:facade:0, Cable Facade - Structure Tower
appliedenergistics2:facade:0, Cable Facade - Liquid Fueled Engine
appliedenergistics2:facade:0, Cable Facade - Advanced Rocket Engine
appliedenergistics2:facade:0, Cable Facade - Liquid Fuel Tank
appliedenergistics2:facade:0, Cable Facade - Moon Turf
appliedenergistics2:facade:0, Cable Facade - Dark Moon Turf
appliedenergistics2:facade:0, Cable Facade - Oxidized Ferric Sand
appliedenergistics2:facade:0, Cable Facade - HeatProof Brick
appliedenergistics2:facade:0, Cable Facade - Wood
appliedenergistics2:facade:0, Cable Facade - Lightwood Leaves
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Saw Blade Assembly
appliedenergistics2:facade:0, Cable Facade - Geode Block
appliedenergistics2:facade:0, Cable Facade - Vitrified Sand
appliedenergistics2:facade:0, Cable Facade - Charcoal Log
appliedenergistics2:facade:0, Cable Facade - Violet Crystal Block
appliedenergistics2:facade:0, Cable Facade - Blue Crystal Block
appliedenergistics2:facade:0, Cable Facade - Green Crystal Block
appliedenergistics2:facade:0, Cable Facade - Red Crystal Block
appliedenergistics2:facade:0, Cable Facade - Yellow Crystal Block
appliedenergistics2:facade:0, Cable Facade - Orange Crystal Block
appliedenergistics2:facade:0, Cable Facade - Drill
appliedenergistics2:facade:0, Cable Facade - Solar Panel
appliedenergistics2:facade:0, Cable Facade - Gas Intake
appliedenergistics2:facade:0, Cable Facade - Station Light
appliedenergistics2:facade:0, Cable Facade - Lightwood planks
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Landing Float
appliedenergistics2:facade:0, Cable Facade - Titanium Aluminide Block
appliedenergistics2:facade:0, Cable Facade - Titanium Iridium Alloy Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Blank Rune
appliedenergistics2:facade:0, Cable Facade - Speed Rune
appliedenergistics2:facade:0, Cable Facade - Efficiency Rune
appliedenergistics2:facade:0, Cable Facade - Rune of Sacrifice
appliedenergistics2:facade:0, Cable Facade - Rune of Self Sacrifice
appliedenergistics2:facade:0, Cable Facade - Displacement Rune
appliedenergistics2:facade:0, Cable Facade - Rune of Capacity
appliedenergistics2:facade:0, Cable Facade - Rune of Augmented Capacity
appliedenergistics2:facade:0, Cable Facade - Rune of the Orb
appliedenergistics2:facade:0, Cable Facade - Acceleration Rune
appliedenergistics2:facade:0, Cable Facade - Charging Rune
appliedenergistics2:facade:0, Cable Facade - Ritual Stone
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Water
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Fire
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Earth
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Air
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Dusk
appliedenergistics2:facade:0, Cable Facade - Ritual Stone of Dawn
appliedenergistics2:facade:0, Cable Facade - Large Bloodstone Tile
appliedenergistics2:facade:0, Cable Facade - Bloodstone Brick
appliedenergistics2:facade:0, Cable Facade - Wooden Path
appliedenergistics2:facade:0, Cable Facade - Tiled Wooden Path
appliedenergistics2:facade:0, Cable Facade - Stone Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Stone Path
appliedenergistics2:facade:0, Cable Facade - Worn Stone Brick Path
appliedenergistics2:facade:0, Cable Facade - Tiled Worn Stone Path
